SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532067,KILPEST (I) ,X ,Q,288.15,300.00,282.00,296.85,296.85,288.65,618,30973,9065028.00,
532070,SUPERB PAPER,X ,Q,9.36,10.79,9.36,9.90,9.90,9.74,20,19230,192363.00,
532090,VANDANA     ,XT,Q,0.40,0.40,0.40,0.40,0.40,0.42,2,4000,1600.00,
532092,SAGARPROD   ,X ,Q,5.42,5.49,5.10,5.15,5.44,5.30,48,10115,53781.00,
532097,MUKAND ENGG.,B ,Q,14.10,14.35,13.58,13.75,13.75,14.34,26,4935,68504.00,
532100,INDO-CITY IN,X ,Q,2.82,2.82,2.82,2.82,2.82,2.77,1,100,282.00,
532102,SBEC SUGAR  ,X ,Q,5.75,6.03,5.75,6.00,6.00,5.75,4,25,150.00,
532113,BRIJLAXMI LE,X ,Q,2.69,2.69,2.69,2.69,2.69,2.64,8,1580,4250.00,
532114,AREALTY     ,XT,Q,3.54,3.54,3.54,3.54,3.54,3.61,2,490,1734.00,
532123,BSE  INFRA  ,B ,Q,0.97,0.97,0.96,0.96,0.96,0.95,35,56954,54725.00,
532124,RELIAB VEN  ,X ,Q,7.89,7.89,7.89,7.89,7.89,7.89,2,140,1104.00,
532134,BANKBARODA  ,A ,Q,74.00,75.10,71.40,71.75,71.75,74.25,4486,1818345,132733327.00,
532141,ANDHRA CEMEN,B ,Q,5.90,5.90,5.64,5.65,5.75,5.73,163,37449,212649.00,
532143,SKM EGG PROD,B ,Q,49.15,49.35,49.00,49.05,49.00,49.80,64,772,37911.00,
532144,WELCORP     ,A ,Q,134.75,135.55,130.60,132.10,132.10,135.25,1142,148317,19668084.00,
532149,BNK OF INDIA,A ,Q,77.55,80.95,70.75,72.20,72.20,75.20,7155,1307345,100677975.00,
532150,INDRAPRAST  ,B ,Q,55.90,56.30,54.25,54.40,54.40,55.80,88,4647,257068.00,
532154,SUNSHINE    ,X ,Q,3.02,3.02,2.76,2.80,2.80,2.88,22,10810,30650.00,
532155,GAIL (I) LTD,A ,Q,133.00,133.90,130.10,131.00,131.00,134.35,3493,556205,73138670.00,
532156,VAIBHAVGBL  ,A ,Q,4199.90,4206.95,4045.85,4067.20,4073.00,4145.00,602,2396,9889332.00,
532159,TRESCON     ,X ,Q,60.00,60.00,58.70,58.85,59.00,60.40,17,1404,83732.00,
532160,GUJ.STAT.FIN,T ,Q,3.61,3.61,3.61,3.61,3.61,3.54,1,1,3.00,
532162,JK PAPER    ,A ,Q,154.00,157.85,150.10,151.30,151.30,154.30,827,65631,10138119.00,
532163,SAREGAMA (I),A ,Q,1580.00,1581.65,1480.00,1500.20,1495.00,1575.60,1315,7058,10736416.00,
532164,MINOLTA FIN.,Z ,Q,1.15,1.18,1.13,1.18,1.18,1.18,4,1101,1264.00,
532172,ADROITINFO  ,T ,Q,10.26,10.26,10.26,10.26,10.26,10.79,2,17,174.00,
532173,CYBERTECH   ,B ,Q,124.75,128.50,120.00,121.25,121.25,124.75,382,13731,1701099.00,
532174,ICICI BANK  ,A ,Q,580.65,580.65,565.00,567.45,567.45,586.30,12368,593927,339579212.00,
532175,CYIENT      ,A ,Q,658.95,674.55,651.70,665.05,665.05,666.95,1143,11509,7644322.00,
532178,ENGINRS.(I) ,A ,Q,76.85,76.95,74.95,75.70,75.70,76.95,1904,271896,20576578.00,
532180,DHANALAK.BNK,B ,Q,15.10,15.38,14.89,15.17,15.24,15.25,217,417701,6358359.00,
532181,GUJ.MINERAL ,A ,Q,57.00,57.85,55.55,56.00,56.10,58.20,337,45440,2577037.00,
532183,GAYATRI SUGR,X ,Q,1.93,1.93,1.84,1.85,1.85,1.85,33,31270,59860.00,
532187,INDUSIND BNK,A ,Q,983.00,985.00,955.10,959.65,959.65,990.00,5248,203589,197547782.00,
532189,INDIA TOURIS,A ,Q,389.90,389.90,367.25,372.20,373.25,386.10,256,5461,2067534.00,
532209,J & K BANK  ,A ,Q,27.00,27.10,26.15,26.45,26.70,27.10,1306,385829,10249663.00,
532210,CITY UNION  ,A ,Q,166.15,169.00,162.90,163.90,163.90,168.90,1683,99449,16477909.00,
532212,ARCHIES LTD ,B ,Q,11.11,11.44,11.00,11.15,11.11,11.19,41,6108,68119.00,
532215,AXIS BANK   ,A ,Q,724.50,725.00,703.60,706.45,706.45,730.75,12559,527423,375829901.00,
532216,HB STOCKHOL.,T ,Q,19.00,19.00,17.20,17.90,18.50,18.10,42,5790,102402.00,
532217,SIEL FINANCL,XT,Q,3.94,3.94,3.94,3.94,3.94,3.87,3,2700,10638.00,
532218,SOUTH IND.BK,A ,Q,8.88,8.96,8.71,8.74,8.74,8.90,59455,1441642,12686947.00,
532219,ENERGY DEV. ,T ,Q,9.72,9.72,9.00,9.20,9.20,9.27,35,5214,48905.00,
532221,SONATA SOFT.,A ,Q,480.00,506.80,474.80,482.50,482.50,480.50,2143,62722,30839571.00,
532230,BENGAL TEA &,X ,Q,41.20,45.35,38.50,43.30,43.30,41.25,24,976,41512.00,
532234,NAT.ALUM    ,A ,Q,54.50,54.50,53.00,53.25,53.25,54.90,1262,579430,31087500.00,
532240,INDIA NIPPON,B ,Q,376.45,376.70,372.60,373.55,373.55,372.80,19,130,48580.00,
532256,NALWA SONS  ,B ,Q,1013.15,1013.15,956.95,958.80,958.00,990.90,66,577,572743.00,
532259,APAR INDUS. ,A ,Q,450.10,467.00,450.00,454.20,454.20,461.40,534,21626,9919859.00,
532262,TCI INDUS.  ,XT,Q,787.00,787.00,747.65,747.65,747.65,787.00,3,499,392319.00,
532268,ACCELYA     ,A ,Q,890.00,892.40,878.90,882.00,880.00,890.80,67,639,565606.00,
532271,CYBERMATE   ,Z ,Q,1.60,1.60,1.60,1.60,1.60,1.57,25,38452,61523.00,
532281,HCL TECHNO  ,A ,Q,976.90,984.80,967.45,975.90,975.90,980.75,5104,239279,234221752.00,
532282,CASTEXTECH  ,T ,Q,0.33,0.35,0.33,0.35,0.35,0.34,7,2170,728.00,
532284,TCFC FINANCE,X ,Q,27.95,27.95,25.20,25.35,25.35,25.70,38,2359,60350.00,
532285,GEOJITFSL   ,B ,Q,52.80,53.55,51.05,51.35,51.35,53.00,536,54511,2845900.00,
532286,JINDAL STE  ,A ,Q,309.00,315.75,305.00,307.00,306.50,315.25,2563,243785,75447986.00,
532290,BLB LTD.    ,T ,Q,7.18,7.18,6.72,6.75,6.75,6.88,9,6701,47460.00,
532296,GLENMARK PHA,A ,Q,466.75,470.95,458.00,459.55,459.55,465.65,1770,60215,27997741.00,
532300,WOCKHARDT   ,A ,Q,438.00,444.45,418.00,421.10,421.10,443.05,2827,117351,50971099.00,
532301,TATA COFFEE ,A ,Q,125.00,125.85,119.20,120.00,120.00,126.15,4690,576475,70948900.00,
532304,KJMCCORP    ,X ,Q,15.63,15.63,15.63,15.63,15.63,16.45,2,50,781.00,
532305,IND-SWIFT LA,B ,Q,77.10,78.05,75.95,76.20,76.25,79.30,131,13399,1027063.00,
532307,MELSTAR INFO,Z ,Q,2.03,2.03,1.86,1.98,1.98,1.95,10,7204,14397.00,
532309,GEPIL       ,A ,Q,278.10,278.10,268.15,270.70,270.35,278.10,321,4477,1224073.00,
532310,SHREE RAMA  ,B ,Q,10.36,10.45,10.05,10.20,10.20,10.22,66,8868,90594.00,
532313,MAHINDRALIFE,A ,Q,523.20,540.00,511.20,533.30,540.00,525.15,352,2492,1310331.00,
532320,VAARAD      ,X ,Q,3.64,3.64,3.64,3.64,3.64,3.64,1,500,1820.00,
532321,CADILA HEALT,A ,Q,432.00,436.05,426.30,431.40,426.30,431.05,1308,82177,35526319.00,
532323,SHIVA CEMENT,X ,Q,18.40,19.85,17.65,18.45,18.45,18.05,973,780845,14935715.00,
532324,CINEVISTA   ,B ,Q,6.00,6.21,5.74,5.74,5.74,6.02,8,1588,9396.00,
532326,INTENS TECH ,B ,Q,34.00,34.35,33.90,33.90,33.90,33.95,18,654,22273.00,
532329,DANLAW TECH.,XT,Q,254.25,254.25,245.00,254.25,254.25,249.30,57,6444,1635772.00,
532331,AJANTA PHARM,A ,Q,1770.00,1824.00,1770.00,1810.15,1805.00,1803.45,533,3180,5757530.00,
532333,HB PORTFOLIO,X ,Q,21.10,22.70,20.50,21.15,21.50,21.30,35,2790,60110.00,
532334,HB ESTATE DE,X ,Q,10.83,11.97,10.83,10.94,10.94,11.40,24,4003,46650.00,
532336,BARON INFO. ,XT,Q,0.35,0.35,0.35,0.35,0.35,0.35,2,1008,352.00,
532339,COMPUCOM SOF,B ,Q,8.64,8.80,8.60,8.68,8.69,8.61,48,7164,62550.00,
532341,IZMO        ,B ,Q,53.05,53.65,52.00,52.05,52.00,53.65,66,1869,98618.00,
532343,TVS MOTOR L ,A ,Q,578.00,579.50,562.60,566.75,566.30,578.80,928,37820,21535631.00,
532344,SOFTSOL (I) ,X ,Q,79.15,79.15,77.05,77.05,77.05,79.15,4,161,12741.00,
532345,GATI LTD.   ,A ,Q,110.00,110.65,105.00,105.35,105.30,110.20,402,25674,2739469.00,
532348,SUBEX LTX   ,B ,Q,37.95,37.95,35.15,35.45,35.45,37.35,3284,795656,28564166.00,
532349,TRANSPORT CO,A ,Q,267.15,271.50,265.00,269.70,269.80,265.00,682,8510,2296018.00,
532350,PADMALAYA TE,XT,Q,2.40,2.54,2.30,2.46,2.52,2.42,24,17100,43118.00,
532351,AKSH OPTIFIB,B ,Q,6.41,6.45,5.66,5.71,5.71,6.28,450,398668,2314932.00,
532356,TRIVENI ENGG,A ,Q,89.80,89.80,85.80,86.55,86.25,86.30,310,37047,3218903.00,
532357,MUKTA ARTS  ,B ,Q,30.60,31.05,30.00,30.10,30.00,30.00,24,854,26022.00,
532362,NAGPUR POWER,X ,Q,31.95,32.00,31.95,32.00,32.00,30.50,25,4868,155725.00,
532365,DYNACONS SYS,B ,Q,75.55,76.35,72.60,74.20,73.25,77.45,139,7770,582769.00,
532366,PNB GILTS   ,B ,Q,49.10,49.40,48.05,48.40,48.35,49.40,537,76787,3742978.00,
532368,BCG         ,B ,Q,8.95,8.95,8.37,8.46,8.46,8.81,606,597050,5058933.00,
532369,RAMCO INDS. ,A ,Q,264.90,264.90,258.00,259.75,259.25,258.40,65,934,242134.00,
532370,RAMCO  SYSTM,A ,Q,576.60,585.45,566.50,569.05,567.00,575.80,312,4763,2726164.00,
532371,TATA TELESER,T ,Q,14.10,14.35,13.55,13.65,13.65,14.05,982,301875,4163069.00,
532372,VIRINCHI    ,X ,Q,37.10,37.80,36.50,36.95,36.95,37.05,160,39617,1471005.00,
532373,WEPSOLN     ,X ,Q,16.80,16.80,15.70,16.10,16.10,16.00,48,22001,357917.00,
532374,STER TECH   ,A ,Q,198.00,208.15,198.00,201.65,201.50,208.30,1181,80331,16313035.00,
532375,TIPSINDUSTR ,T ,Q,524.00,524.00,492.00,497.05,497.05,503.90,6,268,133792.00,
532378,UNIVERSAL A ,X ,Q,0.95,0.95,0.95,0.95,0.95,0.95,2,50,47.00,
532379,FIRSTOBJ    ,X ,Q,5.00,5.00,5.00,5.00,5.00,5.00,3,132,660.00,
532380,BABA ARTS   ,X ,Q,10.90,10.90,9.52,9.90,9.90,10.69,53,8510,83635.00,
532382,BALAJI TELE.,A ,Q,58.55,59.00,57.00,57.50,57.50,58.55,318,20285,1181408.00,
532384,TYCHE INDS  ,X ,Q,162.00,165.00,157.00,158.50,160.00,161.65,401,15218,2428433.00,
532386,CALIFORN.SOF,B ,Q,8.89,8.96,8.51,8.90,8.90,8.94,21,7480,64984.00,
532387,PRITISHN COM,B ,Q,34.45,34.45,34.45,34.45,34.45,32.85,20,4732,163017.00,
532388,INDIAN OVER.,A ,Q,17.50,18.00,16.50,16.65,16.65,16.55,7125,5124505,88918516.00,
532390,TAJ GVK HOTL,A ,Q,118.10,118.10,115.30,115.80,117.10,119.35,219,11331,1327248.00,
532391,OPTO CIRCUIT,T ,Q,3.63,3.63,3.40,3.49,3.55,3.50,236,291192,1015230.00,
532392,CREATIVE EYE,B ,Q,2.98,3.13,2.98,3.13,3.13,3.13,6,3002,8946.00,
532395,AXISCADES   ,B ,Q,45.70,45.95,42.20,42.65,42.50,45.10,154,29996,1342588.00,
532398,UMESL       ,T ,Q,3.84,3.84,3.84,3.84,3.84,4.04,9,2593,9957.00,
532400,BSOFT       ,A ,Q,248.10,261.60,246.10,251.55,250.85,250.25,7810,283933,72561375.00,
532402,USGTECH     ,X ,Q,2.36,2.36,2.14,2.14,2.14,2.25,4,158,361.00,
532404,SAVEN TECHNO,X ,Q,31.55,31.75,28.75,31.05,31.75,30.25,153,42380,1270678.00,
532406,AVANTEL LTD ,X ,Q,384.00,394.50,375.10,381.50,382.00,387.65,109,5444,2083337.00,
532407,MOSCHIP     ,X ,Q,25.60,25.75,23.75,24.05,24.60,24.55,515,249787,6278141.00,
532408,MEGASOFT LTD,B ,Q,10.06,10.10,9.85,9.85,9.85,10.02,27,14118,140698.00,
532410,TRANSCORP IN,X ,Q,8.99,8.99,8.22,8.26,8.22,8.51,54,11398,95772.00,
532413,CEREBRA INTE,B ,Q,51.95,52.70,50.55,50.90,50.90,52.75,255,30025,1537642.00,
532416,MID-DAY MULT,B ,Q,4.51,4.51,4.17,4.36,4.36,4.36,15,7148,30622.00,
532419,SMARTLINK   ,B ,Q,82.75,85.55,82.75,84.00,84.00,84.80,12,1336,112257.00,
532424,GODREJ CONS ,A ,Q,689.95,691.60,681.35,683.65,686.55,689.95,1906,55080,37793534.00,
532425,GENUSPRIME  ,X ,Q,7.26,7.26,7.26,7.26,7.26,7.12,4,649,4711.00,
532430,BF UTILI    ,A ,Q,262.10,262.65,253.00,254.85,254.85,263.00,903,45515,11739393.00,
532432,UNITD SPR   ,B ,Q,555.00,561.60,548.80,551.10,551.50,554.20,2211,594082,329099913.00,
532435,SANINFRA    ,X ,Q,108.00,111.00,107.00,109.45,111.00,111.10,24,2044,224796.00,
532439,OLECTRA     ,B ,Q,223.95,228.20,218.05,220.40,220.40,225.30,1058,43779,9788558.00,
532440,MPS LTD     ,B ,Q,455.00,460.00,452.65,457.80,455.50,457.05,18,5261,2399514.00,
532443,CERA SANITAR,A ,Q,3744.00,3761.15,3648.15,3655.05,3671.45,3752.05,174,393,1445768.00,
532444,T. SPIRITUAL,XT,Q,0.31,0.31,0.31,0.31,0.31,0.32,2,200,62.00,
532454,BHARTI ARTL ,A ,Q,527.40,533.50,521.50,523.60,523.60,529.20,3366,225871,119220059.00,
532455,SHALIMAR WIR,X ,Q,4.32,4.44,4.12,4.36,4.40,4.32,44,3973,16804.00,
532456,COMPUAGE INF,B ,Q,18.00,19.15,17.75,17.85,17.85,18.10,725,80127,1488090.00,
532457,GULSHAN POLY,B ,Q,94.85,94.90,92.00,92.30,92.40,94.05,344,18401,1712582.00,
532459,FAZE3AUTO   ,X ,Q,80.70,83.00,76.30,82.50,82.50,76.20,247,23067,1865891.00,
532460,PONNI SUG(ER,B ,Q,149.50,149.90,145.00,148.80,148.80,149.50,49,1914,283926.00,
532461,PUNJAB NATIO,A ,Q,38.75,39.10,36.75,37.00,37.00,38.75,5613,6855464,259655524.00,
532466,ORACLE FIN  ,A ,Q,3180.00,3256.25,3180.00,3189.10,3182.50,3204.60,760,3462,11119172.00,
532468,KAMAHOLDING ,A ,Q,5590.00,5590.00,5450.00,5495.00,5495.00,5481.15,16,38,208464.00,
532470,MATHER & PLA,XT,Q,5.75,5.75,5.75,5.75,5.75,5.48,1,2,11.00,
532475,APTECH LTD  ,A ,Q,210.00,210.00,197.15,200.35,201.65,206.25,845,236375,48503798.00,
532477,UNION BANK L,A ,Q,36.10,36.40,34.70,34.95,34.95,36.00,1042,519306,18480496.00,
532478,UNITED BREWA,A ,Q,1269.10,1287.45,1240.05,1244.95,1260.00,1273.85,1300,17326,21932581.00,
532479,ISMT LTD    ,B ,Q,11.06,11.19,10.93,10.94,10.93,10.99,51,248462,2730654.00,
532481,NOIDA-TOLL B,T ,Q,6.51,6.99,6.46,6.55,6.50,6.71,38,14173,94920.00,
532482,GRANULES (I),A ,Q,319.20,329.65,316.50,318.00,318.00,317.15,9851,369156,119511441.00,
532483,CANARA BANK ,A ,Q,153.20,154.70,147.60,148.35,148.35,153.90,7201,630150,94986267.00,
532485,BALMER LA.IN,B ,Q,486.00,493.00,472.25,477.75,477.75,485.85,361,8731,4247869.00,
532486,POKARNA LTD ,B ,Q,206.35,242.85,206.35,230.20,230.70,244.05,886,15964,3740576.00,
532488,DIVI'S LAB. ,A ,Q,3501.70,3544.40,3460.00,3483.20,3488.90,3493.65,1717,15983,56114805.00,
532493,ASTRA MICRO ,A ,Q,138.90,140.95,131.30,133.55,133.55,138.75,1044,81039,11013079.00,
532497,RADICOKHAIT ,A ,Q,569.00,576.00,545.80,550.75,554.05,564.55,1753,45586,25664835.00,
532498,SHRMCITYUN  ,A ,Q,1429.35,1429.35,1372.80,1393.25,1410.00,1437.35,243,522,736146.00,
532500,MARUTISUZUK ,A ,Q,7149.00,7158.10,7050.00,7067.30,7067.30,7185.25,2030,13759,97593046.00,
532503,RAJAPAMILLS ,X ,Q,680.60,696.90,666.00,681.10,675.00,696.45,169,4592,3120037.00,
532504,NAVIN FLUORI,A ,Q,2547.50,2547.50,2485.75,2488.15,2487.50,2547.50,796,4693,11758340.00,
532505,UCOBANK     ,A ,Q,12.55,12.75,11.80,11.90,11.90,12.46,19167,3480467,42457175.00,
532507,BAG FIL MED ,B ,Q,2.25,2.25,2.17,2.19,2.21,2.24,66,43377,96277.00,
532508,JSL         ,A ,Q,65.95,67.55,63.75,67.05,67.05,65.15,367,62590,4112560.00,
532509,SUPRAJIT ENG,A ,Q,289.00,289.00,278.00,280.25,280.25,285.35,440,6040,1707006.00,
532513,TVSELE      ,T ,Q,133.00,133.50,128.60,130.15,130.15,133.15,184,6822,894651.00,
532514,INDRA GAS   ,A ,Q,513.60,529.25,513.05,514.80,515.00,519.20,1438,59221,30856113.00,
532515,TV TODAY    ,A ,Q,267.35,272.00,263.00,264.45,267.50,267.60,148,1765,474871.00,
532521,PALRED      ,T ,Q,90.00,94.45,89.60,92.65,93.90,91.95,57,4075,371016.00,
532522,PETRONET LNG,A ,Q,229.45,231.20,224.10,225.10,225.10,229.45,1232,82630,18805331.00,
532523,BIOCON LTD. ,A ,Q,398.00,403.35,398.00,402.45,402.45,401.05,3719,187473,75298891.00,
532524,PTC INDIA   ,A ,Q,82.90,82.90,80.05,80.40,80.40,82.90,852,180274,14766870.00,
532525,BANK MAHA   ,A ,Q,22.70,22.95,20.95,21.75,21.75,20.90,4930,2719227,60888123.00,
532527,RK FORGINGS ,A ,Q,546.05,549.50,516.95,522.60,517.00,552.65,506,5150,2747384.00,
532528,DATAM GLOB  ,B ,Q,121.00,121.85,116.00,116.70,116.70,122.30,563,34783,4113332.00,
532529,NDTV        ,B ,Q,57.25,62.85,57.25,61.40,61.25,60.05,193,8659,521414.00,
532531,STAR        ,A ,Q,817.95,817.95,728.00,787.70,787.70,806.70,1269,54769,43953613.00,
532532,JAIPRA      ,A ,Q,7.55,7.72,7.47,7.66,7.66,7.36,2689,5880984,45135475.00,
532538,ULTRATECH CM,A ,Q,6900.00,6940.55,6842.60,6859.50,6859.50,6934.15,2956,22992,158440840.00,
532539,MINDA IND   ,A ,Q,551.00,566.45,537.65,553.25,553.25,554.60,1827,36507,20147469.00,
532540,TCS LTD.    ,A ,Q,3125.00,3151.70,3111.50,3120.95,3120.95,3142.05,4047,49838,156044768.00,
532541,COFORGE     ,A ,Q,2850.00,2896.55,2816.05,2825.45,2842.75,2865.30,930,6148,17622848.00,
532543,GULFPETRO   ,B ,Q,38.85,39.00,38.20,38.25,38.20,38.70,48,2175,83628.00,
532548,CENTURYPLY  ,A ,Q,298.25,302.50,296.20,300.25,299.00,303.20,913,26237,7875986.00,
532553,WELENT      ,A ,Q,119.55,122.00,116.35,118.45,116.40,118.55,632,39935,4775588.00,
532555,NTPC LTD    ,A ,Q,108.75,109.45,105.65,106.00,106.00,108.75,4209,610419,65861409.00,
532604,SALSTEEL    ,B ,Q,3.40,3.51,3.29,3.31,3.29,3.36,53,21051,71075.00,
532605,JBM AUTO    ,B ,Q,450.00,450.00,424.50,426.75,425.70,436.80,309,2156,936718.00,
532610,DWAR SUGAR  ,A ,Q,32.00,32.35,31.20,31.30,31.30,32.05,349,117335,3732897.00,
532612,INDOCO REM  ,A ,Q,291.60,294.45,273.90,277.95,277.95,294.55,433,6126,1741124.00,
532613,VIPCLOTHNG  ,T ,Q,14.64,14.64,13.87,14.24,14.24,14.33,63,17777,251254.00,
532614,IMPEX       ,B ,Q,1.00,1.10,1.00,1.00,1.00,1.05,35,93776,97620.00,
532616,XCHANGING   ,B ,Q,70.50,70.50,65.95,66.45,66.60,66.80,219,19549,1299682.00,
532617,JETAIRWAYS  ,Z ,Q,104.00,105.00,98.00,100.05,100.05,102.45,388,21993,2213331.00,
532621,MORARJETEX  ,B ,Q,15.38,15.90,15.10,15.23,15.14,15.84,39,9106,139481.00,
532622,GATEWAY DIST,A ,Q,179.20,180.95,175.70,180.00,179.55,177.75,320,7514,1340525.00,
532624,JINDALPH    ,B ,Q,67.45,67.45,67.45,67.45,67.45,64.25,6,1529,103131.00,
532626,PONDY OXIDES,X ,Q,212.00,214.50,191.50,206.70,208.00,212.60,208,7306,1528329.00,
532627,JPPOWER     ,B ,Q,2.92,2.92,2.82,2.91,2.91,2.79,8727,44807608,130024654.00,
532628,3I INFOTECH ,B ,Q,7.76,7.76,7.38,7.40,7.40,7.76,26627,2074757,15551111.00,
532629,MCNALLYB    ,T ,Q,8.00,8.00,7.31,7.33,7.31,7.69,34,7159,53909.00,
532630,GOKALDAS    ,B ,Q,83.00,83.00,79.00,79.25,79.00,82.80,194,50090,3998598.00,
532633,ALLSEC TECH ,B ,Q,345.00,349.90,325.00,330.05,329.35,341.25,108,1252,422217.00,
532636,IIFL        ,A ,Q,301.00,302.20,292.50,297.45,297.15,300.75,314,9969,2946441.00,
532637,MAN DRUGORG ,B ,Q,111.00,111.00,105.40,107.35,107.35,109.35,265,7558,812687.00,
532638,SHOPPER STOP,A ,Q,220.15,220.15,210.35,212.75,214.05,219.55,302,7988,1718913.00,
532640,CYBER MEDIA ,T ,Q,10.70,10.70,10.70,10.70,10.70,11.25,20,13871,148419.00,
532641,NDL         ,B ,Q,32.65,33.00,31.80,31.90,31.90,32.60,35,1538,49541.00,
532642,JSWHL       ,A ,Q,3566.95,3566.95,3514.00,3514.00,3514.00,3619.00,14,14,49714.00,
532644,JK CEMENT   ,A ,Q,2862.00,2883.25,2752.65,2772.90,2779.45,2867.20,696,2522,7099357.00,
532648,YES BANK    ,A ,Q,14.90,15.00,14.60,14.65,14.65,14.90,12119,9441655,139558786.00,
532649,NECTAR LIFE ,B ,Q,19.40,19.95,19.15,19.25,19.20,19.15,307,59971,1163396.00,
532650,MSP STEEL   ,B ,Q,7.53,7.69,7.53,7.59,7.59,7.70,6,905,6900.00,
532651,SPL INDS    ,B ,Q,32.45,33.40,31.85,32.65,32.60,33.25,139,7731,254767.00,
532652,KARNATAKA BK,A ,Q,65.00,65.00,61.85,62.20,62.20,64.80,569,104874,6570406.00,
532654,MCLEOD RUSSE,B ,Q,21.40,21.65,20.85,21.10,20.90,21.10,184,24003,504388.00,
532656,FACOR ALLOYS,XT,Q,2.25,2.30,2.10,2.10,2.10,2.21,116,145651,307036.00,
532659,IDFC        ,A ,Q,52.40,52.55,49.10,49.75,49.75,53.00,3264,506774,25704279.00,
532660,VIVIMED LABS,B ,Q,18.05,18.15,17.20,17.25,17.25,17.80,133,46074,801590.00,
532661,RANE MADRAS ,B ,Q,370.00,385.75,361.55,366.05,366.05,385.90,150,4657,1756218.00,
532662,HT MEDIA    ,B ,Q,22.50,22.50,21.60,21.80,21.80,22.35,47,10752,235388.00,
532663,SASKEN      ,A ,Q,910.00,937.15,906.50,912.10,916.65,924.00,723,3726,3427632.00,
532666,FCS SOFTWARE,T ,Q,0.70,0.74,0.68,0.69,0.69,0.71,367,514838,361716.00,
532667,SUZLONENERGY,A ,Q,5.35,5.70,5.26,5.63,5.63,5.53,8318,9776884,53975242.00,
532668,AURIONPRO SO,B ,Q,132.40,134.05,126.05,127.25,126.65,128.25,642,69743,9038124.00,
532670,RENUKA SUGAR,B ,Q,9.35,9.40,9.14,9.22,9.23,9.30,425,457745,4257866.00,
532673,KM SUGARMILL,B ,Q,11.88,12.25,11.55,11.61,11.61,11.78,78,29976,355760.00,
532674,BANNARI AMMA,B ,Q,63.80,63.90,61.05,61.75,61.75,64.00,206,7338,464526.00,
532678,BOMBAY RAYON,B ,Q,7.51,7.66,7.51,7.60,7.60,7.56,1753,448752,3388562.00,
532679,SORILINFRA  ,B ,Q,167.10,167.10,155.75,156.65,156.65,166.70,632,11434,1844933.00,
532683,AIAENGINEER ,A ,Q,1880.00,1896.90,1854.65,1880.35,1865.00,1900.85,227,1908,3573564.00,
532684,EVEREST KANT,B ,Q,82.70,86.25,77.80,78.25,78.90,82.25,1765,190086,15568020.00,
532686,KERNEX MICRO,T ,Q,55.20,55.40,55.20,55.40,55.40,52.80,15,1067,59020.00,
532687,REPRO INDIA ,B ,Q,363.80,363.80,359.75,361.05,360.70,366.30,20,68,24580.00,
532689,PVR LTD     ,A ,Q,1316.30,1333.20,1290.00,1293.05,1293.05,1320.20,5200,79113,103216666.00,
532690,RAMSARUP IND,Z ,Q,0.77,0.77,0.77,0.77,0.77,0.77,3,1000,770.00,
532692,RADHA MADHAV,T ,Q,2.52,2.55,2.52,2.52,2.52,2.65,13,4224,10659.00,
532693,PUNJ LLOYD  ,Z ,Q,1.72,1.75,1.65,1.69,1.70,1.72,137,265337,447702.00,
532694,BARTRONICSIN,Z ,Q,2.80,2.80,2.68,2.68,2.68,2.82,33,24014,65798.00,
532696,EDUCOMP SOLN,Z ,Q,2.68,2.90,2.67,2.69,2.79,2.81,72,48115,131659.00,
532698,NITINSPINNER,B ,Q,82.00,84.10,81.55,83.90,84.10,81.85,73,60836,5038530.00,
532699,ROYALORCH   ,B ,Q,70.55,70.55,68.55,68.55,68.55,70.60,39,699,48626.00,
532700,ENT NETWORK ,B ,Q,163.00,163.00,148.25,151.45,150.60,156.35,199,2263,348596.00,
532701,CELLA       ,Z ,Q,5.90,5.90,5.56,5.90,5.90,5.85,8,433,2476.00,
532702,GUJ PETRONET,A ,Q,264.65,277.95,261.00,271.25,270.00,259.65,1931,113966,31062927.00,
532705,JAGRAN PRAK ,A ,Q,60.35,60.55,60.00,60.10,60.00,60.15,166,35217,2114356.00,
532706,INOX LEISURE,A ,Q,305.25,311.10,301.45,303.70,304.85,307.35,656,26725,8175612.00,
532707,DYNEMIC PRO ,B ,Q,487.30,487.30,466.15,470.05,466.15,483.10,255,3031,1439668.00,
532710,SADBHAV ENGG,A ,Q,67.00,67.05,63.70,64.65,64.90,68.10,915,96980,6384756.00,
532712,REL COM LTD ,B ,Q,1.89,1.91,1.78,1.81,1.81,1.87,2828,7915106,14379613.00,
532713,SAKUMA EXPO ,B ,Q,5.00,5.01,4.91,4.94,4.91,4.95,41,32545,160933.00,
532714,KEC INTERN  ,A ,Q,444.10,448.35,422.80,428.00,429.00,448.35,720,9508,4146896.00,
532716,GILLA ARBUT ,B ,Q,42.40,42.40,42.40,42.40,42.40,42.00,1,300,12720.00,
532717,INDOTECHTR  ,B ,Q,91.55,91.90,91.25,91.60,91.60,92.35,40,9138,833880.00,
532719,BL KASHYAP  ,T ,Q,19.25,21.00,19.25,19.95,20.00,20.12,127,86773,1753619.00,
