SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500674,SANOFI      ,A ,Q,7850.00,7940.00,7756.00,7779.85,7812.60,7839.65,282,663,5214139.00,
500680,PFIZER LTD. ,A ,Q,4520.00,4577.35,4441.00,4465.10,4488.00,4518.60,1198,5074,22867504.00,
500690,GUJ.ST.FERT ,A ,Q,86.25,87.50,83.35,83.85,83.85,87.35,761,107548,9152141.00,
500696,HIND UNI LT ,A ,Q,2337.40,2350.10,2315.50,2318.15,2318.15,2337.40,7444,82987,193899867.00,
500710,AKZOINDIA   ,A ,Q,2185.00,2220.00,2176.95,2190.55,2186.65,2184.80,114,383,841045.00,
500730,NOCIL LTD   ,A ,Q,174.00,177.50,168.50,171.05,171.05,175.35,730,41635,7170346.00,
500770,TATA CHEM.  ,A ,Q,760.00,769.55,734.15,737.35,737.35,766.30,9436,391000,293990000.00,
500777,T.P.L.      ,B ,Q,51.05,51.05,48.20,48.70,48.70,50.70,200,22392,1114462.00,
500780,ZUARIGLOB   ,T ,Q,79.15,81.00,79.10,79.20,79.70,81.15,66,7874,628493.00,
500790,NESTLE (I)  ,A ,Q,16600.00,16762.45,16409.00,16452.60,16499.00,16693.60,1225,4073,67583592.00,
500800,TATACONSUM  ,A ,Q,635.00,639.45,624.65,629.70,629.70,633.95,3236,128795,81194776.00,
500820,ASIAN PAINTS,A ,Q,2414.00,2469.95,2410.50,2444.20,2444.20,2409.45,7199,131998,323327602.00,
500825,BRITANIA IND,A ,Q,3553.00,3567.00,3519.90,3535.75,3535.75,3567.15,1869,22205,78544148.00,
500830,COLGATE PALM,A ,Q,1570.00,1577.30,1551.30,1554.75,1554.75,1570.10,1528,15413,24101813.00,
500840,EIH LTD.    ,A ,Q,99.95,99.95,98.10,98.85,98.80,99.85,221,17478,1730761.00,
500850,INDIAN HOTEL,A ,Q,112.95,113.30,107.45,108.15,108.15,113.00,2977,188324,20682291.00,
500870,CASTROL     ,A ,Q,121.85,122.50,120.50,121.25,121.25,121.05,742,72213,8760207.00,
500875,ITC LTD.    ,A ,Q,221.45,222.85,215.35,216.05,216.05,222.15,8934,940290,205897871.00,
500877,APOLLO TYRES,A ,Q,226.10,229.90,220.30,221.85,221.85,229.25,3532,343722,78055107.00,
500878,CEAT LIMITED,A ,Q,1541.45,1553.35,1505.00,1514.45,1517.55,1538.85,411,3263,5003690.00,
500890,MODI RUBBER ,T ,Q,114.55,114.55,114.55,114.55,114.55,120.55,7,144,16495.00,
500940,FINOLEX IND.,A ,Q,612.00,614.95,605.00,606.90,609.75,613.55,359,4030,2455848.00,
501150,CENTRUM CAP ,B ,Q,27.50,28.40,27.40,28.10,28.10,28.35,753,249441,6986863.00,
501242,TCI FINANCE ,B ,Q,5.44,5.44,5.26,5.40,5.40,5.39,64,2062,10971.00,
501295,INDUS.INV.TR,B ,Q,54.90,54.90,51.60,51.60,51.60,53.40,44,1218,65368.00,
501298,INDUS.&PRUD.,X ,Q,1169.90,1250.00,1130.00,1131.00,1131.00,1160.00,60,1770,2033709.00,
501301,TATA INVEST.,A ,Q,1025.00,1039.30,1022.65,1024.40,1024.40,1032.15,716,6236,6412188.00,
501314,PRISMX      ,X ,Q,51.75,52.55,51.55,52.50,52.50,51.55,183,23222,1218576.00,
501343,MOTOR&GEN.FI,B ,Q,20.00,20.70,18.75,19.10,19.10,19.75,16,368,7284.00,
501370,WALCHAND PF ,X ,Q,60.05,65.00,60.05,62.30,65.00,63.95,9,362,22448.00,
501421,TECHNVISN   ,XT,Q,175.00,178.50,170.00,175.50,178.50,170.00,5,208,35928.00,
501423,SHA ENG PLA ,X ,Q,965.00,965.00,930.25,940.30,940.00,954.90,85,1592,1503951.00,
501425,BOM.BURMAH  ,A ,Q,1164.00,1171.45,1145.60,1149.90,1149.00,1163.75,518,3583,4145025.00,
501430,BOM.CYCLE   ,X ,Q,447.00,447.00,436.00,442.00,442.00,448.00,14,56,24720.00,
501455,GREAVES COTT,A ,Q,134.75,134.75,125.35,126.30,126.30,133.75,6881,424563,55076557.00,
501622,AMALGAMATED ,XT,Q,26.25,26.25,23.75,23.75,23.75,25.00,3,432,10262.00,
501700,INDIA NIVEH ,X ,Q,11.00,11.25,10.00,10.25,10.00,10.50,47,25628,270428.00,
501831,COAST CORP  ,X ,Q,170.30,172.70,170.25,171.30,171.05,172.50,55,8702,1494229.00,
501833,CHOWGULE ST ,XT,Q,5.50,5.50,5.23,5.25,5.25,5.50,7,1801,9510.00,
501848,GLOBAL OFFS ,X ,Q,6.97,7.30,6.71,6.92,6.92,6.97,54,71711,487762.00,
501945,DHENUBUILD  ,X ,Q,1.98,1.98,1.98,1.98,1.98,1.98,1,16,31.00,
502015,ASIIL       ,X ,Q,19.90,19.90,17.80,18.20,18.20,19.25,222,91053,1701577.00,
502090,SAGAR CEM.  ,A ,Q,716.40,732.00,714.00,725.15,729.50,711.55,146,891,643605.00,
502137,DECAN CEMENT,B ,Q,414.70,422.75,404.70,407.35,406.90,418.75,422,4868,2021561.00,
502157,MANGALAM CEM,A ,Q,269.85,275.75,268.50,271.40,271.10,271.55,123,2321,633029.00,
502168,N C L IND.  ,A ,Q,160.65,167.40,157.00,161.70,161.70,164.20,375,10461,1709734.00,
502175,SAURAS.CEM. ,X ,Q,59.05,61.05,58.50,58.90,59.60,59.20,242,41166,2451332.00,
502180,SRI DIGV CEM,B ,Q,64.55,64.55,62.25,62.40,62.80,64.60,122,17076,1082430.00,
502219,BORORENEW   ,A ,Q,261.70,263.05,252.05,254.60,254.60,262.00,3148,60673,15614440.00,
502250,LERTHAI     ,XT,Q,243.65,243.65,243.65,243.65,243.65,243.65,2,240,58476.00,
502271,RAASI REFRAC,X ,Q,8.98,9.34,8.98,9.34,9.34,9.16,21,2537,23599.00,
502281,TRIVENI GLAS,X ,Q,5.40,5.61,5.35,5.61,5.61,5.35,48,40115,219313.00,
502330,ANDPAPER    ,B ,Q,235.00,235.00,228.50,230.45,230.30,235.90,154,52597,12124769.00,
502355,BALKRISH IND,A ,Q,1620.00,1635.55,1604.55,1621.80,1623.95,1627.55,1078,15006,24328197.00,
502420,ORIENT PAPER,B ,Q,26.90,27.40,26.35,26.50,26.40,27.20,224,62064,1662088.00,
502445,CITADEL     ,X ,Q,8.65,9.45,8.65,8.85,8.85,9.02,4,41863,370480.00,
502448,ROLLATAINER ,T ,Q,2.83,2.83,2.63,2.67,2.75,2.76,16,28725,76579.00,
502450,SESHA.PAPER ,A ,Q,162.05,166.15,158.85,158.95,159.00,163.55,113,2539,413510.00,
502587,NATHIND     ,X ,Q,92.00,92.00,88.60,88.60,88.60,91.00,42,2260,201390.00,
502742,SINTEX IND. ,T ,Q,3.80,3.80,3.61,3.63,3.63,3.74,704,460851,1685065.00,
502820,DCM LTD.    ,B ,Q,23.80,24.35,23.80,23.85,23.80,24.45,36,1189,28492.00,
502865,FORBES & CO ,B ,Q,1933.00,1946.95,1870.05,1890.25,1899.00,1914.85,149,2257,4304004.00,
502873,H.P.COTTON  ,X ,Q,40.90,43.05,40.90,42.85,42.85,42.90,13,526,22145.00,
502893,UNITEDINT   ,X ,Q,12.07,12.67,12.07,12.67,12.67,12.07,4,1006,12744.00,
502901,JAMSHRI     ,X ,Q,2744.00,2744.00,2744.00,2744.00,2744.00,2888.00,2,2,5488.00,
502933,KATARE SPG. ,XT,Q,13.53,13.53,13.53,13.53,13.53,13.80,1,200,2706.00,
502937,KESORAM IND ,B ,Q,76.10,77.35,72.25,72.75,72.75,76.20,644,79001,5861976.00,
502958,LAKSHMI MILL,X ,Q,2255.00,2359.00,2225.00,2293.50,2330.00,2294.40,21,84,191912.00,
502986,VARDH TEXT  ,A ,Q,1247.30,1247.30,1205.60,1215.60,1224.00,1248.25,312,1039,1272670.00,
503015,MODERN INDIA,XT,Q,47.00,47.00,46.40,46.90,46.50,48.60,9,483,22677.00,
503031,PENLAND LTD ,B ,Q,6.82,6.83,6.54,6.80,6.80,6.51,304,474419,3226327.00,
503100,PHOENIX MILL,A ,Q,777.10,824.65,757.00,771.85,767.50,777.65,877,8686,6963399.00,
503101,MARATHON NEX,B ,Q,67.50,69.25,65.10,66.45,65.10,66.45,130,121895,8128093.00,
503127,RAJA BAHADUR,XT,Q,2626.40,2626.40,2626.40,2626.40,2626.40,2680.00,1,1,2626.00,
503162,REL.CHEMOTX ,X ,Q,80.85,80.85,77.25,77.95,77.60,79.10,61,1584,124917.00,
503169,RUBY MILLS  ,B ,Q,178.85,179.55,171.00,171.95,171.95,177.00,169,3033,530589.00,
503229,SIMPLEX REAL,X ,Q,47.00,51.00,47.00,51.00,51.00,51.95,6,340,17239.00,
503310,SWAN ENG    ,A ,Q,139.25,141.10,137.00,138.30,138.70,140.85,8204,126668,17631132.00,
503349,VICTORIA MIL,X ,Q,1899.70,1899.70,1805.00,1896.45,1896.80,1850.00,15,84,155837.00,
503624,SVARAJ TRAD ,XT,Q,5.70,5.80,5.70,5.80,5.80,5.68,5,3501,20265.00,
503641,ZODIAC VEN  ,XT,Q,4.04,4.25,4.04,4.04,4.04,4.25,9,698,2822.00,
503657,VEER ENERGY ,X ,Q,8.35,8.74,8.35,8.64,8.72,8.35,43,2756,23755.00,
503663,TILAK       ,XT,Q,2.90,2.98,2.70,2.70,2.70,2.84,41,12619,35317.00,
503691,SAHARA ONE  ,XT,Q,33.55,33.55,33.55,33.55,33.55,33.55,1,1,33.00,
503722,BANSW.SYNTEX,B ,Q,105.75,107.70,104.60,105.60,105.60,107.10,341,6096,647083.00,
503776,MODIPON     ,X ,Q,19.00,19.00,19.00,19.00,19.00,19.00,1,5,95.00,
503804,SHRI DINESH ,X ,Q,353.40,373.50,353.40,358.05,358.00,371.95,20,1366,494143.00,
503806,SRF LIMITED ,A ,Q,5320.00,5360.00,5291.60,5310.95,5296.45,5346.65,1083,3366,17931492.00,
503811,SIYARAM SILK,B ,Q,197.80,202.00,191.00,198.20,199.65,199.35,378,7930,1556636.00,
503816,SWAD.POLYTEX,XT,Q,5.85,5.85,5.85,5.85,5.85,5.85,1,99,579.00,
503960,BHARAT BIJLE,A ,Q,1129.00,1136.20,1117.60,1118.45,1118.00,1120.35,94,259,291253.00,
504000,ELPRO INTER ,X ,Q,42.65,43.30,41.00,41.25,41.25,43.50,50,11728,497775.00,
504008,EMCO LTD.   ,Z ,Q,1.60,1.65,1.59,1.59,1.59,1.67,17,10467,16704.00,
504028,GEE LTD     ,X ,Q,39.95,39.95,38.30,38.70,38.70,39.35,46,4815,186266.00,
504036,HIND.RECT   ,B ,Q,129.80,130.15,126.50,126.50,126.50,128.50,36,646,82956.00,
504058,NIPPOBATRY  ,B ,Q,725.50,735.00,715.40,728.35,725.00,718.45,84,331,240824.00,
504067,ZENSAR TECH.,A ,Q,294.90,301.40,287.00,289.15,288.75,294.70,509,18263,5342327.00,
504076,JYOTI LTD.  ,X ,Q,8.76,8.76,8.76,8.76,8.76,8.35,8,7089,62099.00,
504080,JSL LTD.    ,XT,Q,120.00,120.00,118.25,118.35,118.25,124.45,3,29,3448.00,
504084,KAYCEE IND  ,X ,Q,2835.00,2835.00,2835.00,2835.00,2835.00,2979.95,1,1,2835.00,
504092,INDOKEM LTD.,X ,Q,23.10,24.60,22.35,22.60,22.35,23.50,21,3508,80966.00,
504093,PANA ENERG  ,X ,Q,223.80,223.80,208.00,209.30,211.00,217.80,189,8363,1763183.00,
504112,NELCO LTD.  ,A ,Q,195.00,195.80,187.30,188.30,188.00,195.30,337,6945,1327331.00,
504132,PERM MAGNETS,X ,Q,193.00,199.50,192.00,192.65,192.00,197.40,163,9415,1839387.00,
504176,HIGH ENERGY ,X ,Q,797.70,878.00,776.00,848.85,869.00,782.05,733,18358,15293282.00,
504180,STD.BATTERY ,XT,Q,43.65,43.65,43.65,43.65,43.65,42.80,4,2700,117855.00,
504212,UNIV.CABLE  ,B ,Q,145.05,145.05,141.60,142.80,142.75,146.55,28,149,21397.00,
504220,W.S.INDUSTR.,B ,Q,5.78,5.79,5.46,5.74,5.79,5.52,48,9144,51982.00,
504240,DELTON CABLE,X ,Q,35.00,35.95,33.00,34.80,35.95,34.95,26,904,31283.00,
504258,LAKSHMI ELEC,X ,Q,315.00,315.00,305.20,308.50,310.00,313.00,15,390,122356.00,
504273,MODULEX     ,X ,Q,5.26,6.19,5.26,5.90,5.90,6.30,14,5002,27709.00,
504286,DELTAMAGNT  ,B ,Q,31.00,32.45,31.00,31.30,31.30,32.05,24,946,29756.00,
504335,PAZEL       ,XT,Q,0.23,0.24,0.23,0.24,0.24,0.24,103,244066,56974.00,
504341,RELTD       ,X ,Q,32.85,34.95,31.10,33.50,33.50,34.15,37,1947,64874.00,
504378,NYSSACORP   ,XT,Q,2.94,2.94,2.94,2.94,2.94,3.00,178,28608,84107.00,
504380,FLOMIC      ,XT,Q,4.74,4.74,4.74,4.74,4.74,4.65,1,2,9.00,
504392,KRISHNA VEN ,XT,Q,10.95,11.49,10.95,11.49,11.49,10.95,3,12,137.00,
504605,UNI ABEX    ,X ,Q,400.00,400.00,375.15,394.50,394.50,399.95,14,399,156174.00,
504614,SARDA ENMIN ,B ,Q,429.40,431.50,415.20,423.00,423.00,428.30,844,11510,4876362.00,
504646,BHAGWATI AUT,X ,Q,143.95,143.95,132.55,135.95,134.05,139.50,14,721,96774.00,
504673,UNIV.PRIME  ,XT,Q,3.09,3.09,3.09,3.09,3.09,3.09,2,50,154.00,
504697,GALADA TELE.,Z ,Q,1.47,1.47,1.45,1.45,1.45,1.40,4,160,234.00,
504731,I BRIGHT ST ,XT,Q,18.70,18.70,18.70,18.70,18.70,18.70,1,5,93.00,
504741,IND.HUME PIP,A ,Q,178.25,178.25,173.65,174.35,174.35,177.35,1062,37173,6579489.00,
504786,INVEST &PREC,X ,Q,187.00,187.00,183.00,183.00,183.00,184.95,22,6993,1281187.00,
504810,INFORMEDTEC ,X ,Q,22.80,22.80,22.80,22.80,22.80,23.95,2,52,1185.00,
504840,KAIRA CAN CO,X ,Q,983.30,1084.50,983.25,1084.50,1084.50,1002.80,8,57,56860.00,
504879,ORIENT ABRAS,B ,Q,21.80,21.80,21.45,21.50,21.50,21.60,14,3150,67685.00,
504908,DUNCANENG   ,X ,Q,109.50,112.95,107.10,108.00,108.00,115.85,13,124,13322.00,
504918,SANDUR MANG.,X ,Q,1010.00,1021.90,951.55,965.65,965.65,998.30,303,7383,7220568.00,
504959,STOVAC IND. ,X ,Q,1824.00,1824.00,1725.00,1735.55,1735.00,1763.75,54,376,654570.00,
504961,TATA YODOGAW,XT,Q,41.25,42.35,40.85,41.80,42.00,41.55,70,16165,673807.00,
504966,TINPLATE    ,A ,Q,158.30,158.55,152.50,154.25,154.65,158.00,687,45868,7150418.00,
504973,CHOLAHLDNG  ,A ,Q,591.60,597.65,588.45,592.65,597.65,597.90,99,613,362743.00,
505010,AUTO AXLES  ,A ,Q,1122.05,1139.05,1113.85,1124.65,1130.00,1137.55,63,499,564769.00,
505036,AUTO COR.GOA,X ,Q,457.85,457.90,428.00,428.00,428.00,443.80,68,543,235720.00,
505075,SETCO AUTO  ,B ,Q,15.50,15.75,14.80,14.95,14.95,15.30,88,25603,388366.00,
505141,SCOOTERS IND,T ,Q,40.00,41.00,38.05,38.40,38.40,40.05,121,12883,507196.00,
505160,TALBROS AUTO,B ,Q,215.45,215.85,212.25,212.45,212.25,215.40,85,928,199341.00,
505163,ZF STEERING ,X ,Q,386.00,395.00,380.00,388.20,387.95,392.40,62,2775,1080144.00,
505192,SMLISUZU    ,A ,Q,449.00,505.40,447.00,488.05,488.05,450.10,1862,24186,11761645.00,
505196,TIL LTD.    ,B ,Q,162.20,162.65,160.45,160.45,160.45,164.35,44,359,58246.00,
505200,EICHER MOTOR,A ,Q,2695.00,2705.00,2631.00,2657.70,2657.70,2701.70,1256,11516,30868172.00,
505216,ALFRED HERB ,X ,Q,570.75,574.95,547.00,559.70,570.00,570.35,24,87,48872.00,
505232,VELJAN      ,X ,Q,749.00,749.00,715.00,716.10,716.10,740.95,5,18,12925.00,
505242,DYNAMAT.TECH,B ,Q,857.00,862.85,819.30,825.30,822.00,855.75,959,2865,2413456.00,
505250,G.G.DANDEKAR,X ,Q,50.90,50.95,50.90,50.95,50.95,48.55,20,886,45122.00,
505255,GMM PFAUDLER,A ,Q,4315.00,4351.00,4193.65,4210.70,4215.00,4304.40,553,1945,8303316.00,
505283,KIRLOSAR PN ,X ,Q,272.60,276.40,263.50,265.50,265.50,272.60,264,18834,5031324.00,
505299,KPT         ,X ,Q,90.75,93.00,89.05,92.15,93.00,93.35,12,2370,218403.00,
505302,LAXMI AUTOLM,X ,Q,53.90,53.90,48.80,48.80,48.80,51.35,19,554,27273.00,
505324,MANUGRAPH IN,B ,Q,12.96,12.96,12.70,12.70,12.70,13.36,4,500,6390.00,
505355,NESCO LTD   ,A ,Q,533.90,537.45,521.80,523.60,525.40,535.60,757,5900,3107531.00,
505358,INTEGRA ENG ,X ,Q,27.85,28.25,27.15,27.45,27.60,27.65,48,347476,9634905.00,
505368,REVATHI EQU.,B ,Q,478.00,487.20,476.00,480.00,476.00,494.90,48,4548,2187828.00,
505400,TEXINFRA    ,B ,Q,71.00,71.60,70.50,71.10,71.25,71.10,108,13014,924616.00,
505412,WENDT(INDIA),B ,Q,3135.00,3137.05,3120.00,3120.00,3120.00,3139.55,25,92,287454.00,
505509,RESPON IND  ,A ,Q,175.50,176.00,155.00,156.75,156.75,168.50,506,27701,4413760.00,
505515,SHYAMKAM INV,XT,Q,19.75,19.95,18.05,19.85,18.05,19.00,25,157020,3112786.00,
505523,MAHA CORP   ,X ,Q,0.49,0.49,0.49,0.49,0.49,0.49,61,37583,18415.00,
505526,DOLAT INV.  ,B ,Q,69.80,71.85,67.35,68.05,68.05,70.70,435,54218,3730282.00,
505533,WESTLIFE DEV,A ,Q,458.00,460.40,454.50,458.85,460.40,459.85,202,2612,1194963.00,
505537,ZEE ENTER   ,A ,Q,211.00,212.90,204.45,205.15,205.15,212.75,5766,376244,78066957.00,
505590,SVPGLOB     ,XT,Q,71.95,71.95,68.00,68.25,68.00,70.80,141,9486,655759.00,
505650,SKYL MILLAR ,X ,Q,8.41,8.57,8.25,8.33,8.25,8.41,44,26984,227193.00,
505681,BIMETAL BEAR,X ,Q,308.40,315.00,301.00,303.05,303.05,315.60,31,318,98072.00,
505688,BHARAT GEARS,B ,Q,77.20,77.50,76.05,76.10,76.10,77.15,23,482,37029.00,
505690,BRADY MORRIS,X ,Q,74.00,77.75,71.70,71.70,71.70,74.05,5,518,38798.00,
505693,LATIMMETAL  ,X ,Q,41.15,45.30,41.05,41.15,41.15,43.20,12,1802,74156.00,
505700,ELECON ENG  ,B ,Q,57.65,62.55,57.65,59.90,59.90,59.35,496,58875,3550001.00,
505703,DECCAN BEAR.,XT,Q,4.70,5.18,4.70,5.18,5.18,4.94,2,66,341.00,
505710,GRAUER& WEIL,X ,Q,39.40,40.50,39.00,40.25,40.25,39.40,2700,285491,11426189.00,
505711,GAJRA BEVEL ,XT,Q,1.47,1.47,1.47,1.47,1.47,1.50,5,842,1237.00,
505712,HIMTEK      ,X ,Q,76.00,76.00,73.65,75.00,75.00,77.20,13,581,43531.00,
505714,GABRIEL(I)  ,A ,Q,108.00,108.40,106.40,107.10,107.10,108.15,349,17487,1883399.00,
505720,HERC.HOISTS ,B ,Q,116.35,118.20,113.00,113.90,113.90,117.80,644,23972,2778779.00,
505725,HIND.EVEREST,XT,Q,162.90,162.95,151.55,151.60,151.60,159.50,22,4237,644342.00,
505726,IFB IND.LTD.,A ,Q,1033.40,1045.55,1002.00,1008.80,1008.80,1035.45,328,1577,1610174.00,
505729,SINGER INDIA,X ,Q,39.00,39.50,37.50,38.10,37.55,38.65,138,17843,682133.00,
505737,INTER.COMBUS,X ,Q,158.35,171.00,158.35,167.90,167.90,166.15,10,174,29568.00,
505744,FED MOG GOE ,A ,Q,293.00,293.50,290.00,291.50,291.00,292.15,66,952,278054.00,
505750,JOSTS ENG.  ,X ,Q,602.30,615.00,590.00,591.60,592.00,614.55,13,90,54376.00,
505790,SCHAEFFLER  ,A ,Q,5152.00,5325.85,5134.40,5279.80,5325.30,5276.90,222,510,2682961.00,
505800,RANE HOLDIN ,A ,Q,616.45,623.65,594.25,600.50,596.40,619.90,227,2823,1733912.00,
505827,SNL BEARINGS,X ,Q,193.55,204.70,193.55,201.80,201.80,195.65,18,1868,371148.00,
505840,JAIPAN INDUS,XT,Q,8.00,8.70,8.00,8.00,8.00,8.39,5,341,2798.00,
505850,MANCREDIT   ,X ,Q,59.30,59.75,58.50,58.85,58.70,59.25,94,17999,1066353.00,
505854,TRF LTD.    ,B ,Q,92.00,92.55,88.00,88.15,88.15,92.65,127,4211,385146.00,
505872,WPIL LTD.   ,X ,Q,570.00,583.00,570.00,580.30,580.30,569.95,283,10739,6216298.00,
505890,KENNAMETAL  ,A ,Q,1100.65,1106.05,1070.00,1094.90,1072.00,1099.10,300,1639,1786964.00,
505893,HINDHARD    ,X ,Q,143.55,143.55,130.00,141.90,141.95,136.75,4,11,1550.00,
505978,TRITON VALVE,X ,Q,955.00,998.85,955.00,972.75,985.00,968.15,20,254,246735.00,
506003,SUDAL INDUS ,XT,Q,4.56,4.80,4.56,4.56,4.56,4.80,14,1346,6379.00,
506022,PRAKASH IND.,A ,Q,67.40,68.20,63.15,64.05,64.05,66.50,1206,194960,12835894.00,
506074,ARSHIYA     ,T ,Q,37.05,38.50,36.70,37.10,37.10,38.60,15,1051,39106.00,
506076,GRIND NORTON,A ,Q,915.00,915.00,861.15,870.95,870.95,916.10,703,3910,3478419.00,
506105,STANROSE MAF,X ,Q,84.95,84.95,79.90,79.90,79.90,79.95,39,2446,201708.00,
506109,GENESYS INT.,T ,Q,119.60,120.90,114.65,114.85,114.85,120.65,31,2023,233985.00,
506122,PANKAJPIYUS ,X ,Q,46.70,46.70,46.70,46.70,46.70,44.50,1,1,46.00,
506128,PARNAXLAB   ,X ,Q,21.55,21.55,20.50,21.40,21.40,21.45,16,1412,29368.00,
506146,VISAGAR POL ,T ,Q,0.85,0.85,0.81,0.81,0.81,0.85,8,1005,822.00,
506184,KANANI IND  ,B ,Q,4.41,4.41,4.41,4.41,4.41,4.53,2,55,242.00,
506186,GCKL        ,X ,Q,13.50,13.77,11.95,12.50,12.50,12.56,26,2120,26013.00,
506194,ARIH SUPER  ,B ,Q,35.05,35.10,33.25,34.65,34.65,34.10,25,21053,715781.00,
506197,BLISSGVS PH ,A ,Q,104.00,105.00,102.30,102.65,102.50,103.00,1378,36663,3786804.00,
506222,INEOSSTYRO  ,B ,Q,967.30,981.45,936.95,947.15,944.00,964.15,166,1764,1694997.00,
506235,ALEMBIC LTD.,A ,Q,113.90,117.50,106.35,107.80,107.80,113.35,4117,280557,31824070.00,
506248,AMINES&PLAST,X ,Q,71.85,84.65,69.60,78.35,78.35,71.60,3534,375307,30638618.00,
506260,ANUH PHARMA ,X ,Q,99.65,99.65,95.00,95.40,95.05,98.15,649,52351,5046131.00,
506261,MODISON MET.,X ,Q,46.20,48.80,45.25,46.55,46.70,46.70,165,26869,1244381.00,
506285,BAYER CROP  ,A ,Q,5092.05,5092.05,5035.05,5056.30,5086.00,5090.20,202,15504,78352196.00,
506365,CHEMO PHARMA,XT,Q,17.85,17.85,17.85,17.85,17.85,17.85,1,1,17.00,
506390,CLARI CHEM  ,A ,Q,378.40,382.75,375.80,376.55,377.60,378.40,339,5608,2123676.00,
506395,COROM INTER ,A ,Q,750.05,755.00,743.35,752.75,754.45,755.45,2017,48994,36658156.00,
506401,DEEPAK NITR.,A ,Q,1581.00,1618.35,1526.05,1537.45,1537.45,1580.25,15307,172072,271524902.00,
506405,DHARAMSI CHM,X ,Q,363.95,363.95,345.10,346.70,352.00,358.30,614,22315,7810356.00,
506414,FERMENTA    ,X ,Q,270.00,270.00,261.05,263.00,263.00,267.05,457,23648,6293274.00,
506480,GOCLCORP    ,B ,Q,226.75,236.65,221.85,226.80,221.85,230.20,194,1504,345608.00,
506520,JAYSHRI CHEM,X ,Q,3.53,3.53,3.41,3.41,3.41,3.58,24,12402,42480.00,
506522,JL MORISON  ,X ,Q,2043.95,2043.95,1988.00,2000.00,2000.00,1950.00,13,125,250253.00,
506525,KANORIA CHEM,T ,Q,89.00,91.65,86.05,87.65,90.95,89.00,72,5771,510627.00,
506528,KELTECH EN. ,X ,Q,519.80,519.80,500.00,502.60,502.00,499.90,15,141,70608.00,
506532,NITTA GELA  ,X ,Q,165.10,165.15,160.50,164.25,165.10,166.95,54,2179,355285.00,
506579,ORIENT.CARB.,A ,Q,965.00,965.00,931.00,942.70,956.30,961.35,103,306,290881.00,
506590,PHIL.CARBON ,A ,Q,199.25,199.25,192.00,192.85,192.85,199.00,432,21727,4246757.00,
506597,AMAL PRODUCT,X ,Q,392.30,417.70,392.30,417.70,417.70,379.75,904,43523,18006646.00,
506605,POLYCHEM    ,X ,Q,486.00,535.55,473.00,487.85,510.00,446.30,97,1081,551812.00,
506618,PUN.CHEM    ,B ,Q,903.25,908.20,880.00,899.10,899.10,897.15,93,5058,4544870.00,
506640,GUJCHEM DIST,XT,Q,111.00,114.65,111.00,114.65,114.65,112.45,3,12,1339.00,
506642,SADHANA NITR,XT,Q,29.00,29.00,26.65,27.00,26.80,28.00,239,39783,1088834.00,
506655,SUDARSH.CHEM,A ,Q,540.30,541.25,518.35,520.80,520.80,543.80,930,14364,7525722.00,
506685,ULTRAMARINE ,X ,Q,320.00,329.85,315.00,317.65,317.65,316.15,1054,46013,14877081.00,
506687,TRANSPEK    ,X ,Q,1395.00,1420.00,1376.00,1383.65,1383.65,1394.40,219,9473,13238516.00,
506690,UNICHEM LAB ,A ,Q,309.40,316.05,308.00,309.80,310.00,307.65,551,11061,3440618.00,
506734,MYS PETRO   ,X ,Q,79.95,79.95,72.15,75.00,75.00,75.10,19,593,44219.00,
506767,ALKYL AMINES,A ,Q,5708.10,5898.35,5550.10,5586.90,5586.90,5836.85,3673,12872,73262970.00,
506808,TUTICORIN.  ,XT,Q,13.67,13.67,12.92,12.92,12.92,13.59,31,5348,69445.00,
506820,ASTRAZEN.PH.,A ,Q,3290.00,3290.00,3164.20,3184.70,3184.70,3323.10,1395,6884,22284996.00,
506852,PUN.ALKALI  ,X ,Q,89.60,89.60,89.25,89.25,89.25,93.90,88,24343,2173841.00,
506854,TANFAC IND. ,X ,Q,242.00,255.00,241.00,248.00,248.00,242.45,246,9742,2407353.00,
506858,GUJ.PETRO   ,XT,Q,30.20,30.20,29.65,30.20,30.20,29.65,11,638,19244.00,
506879,GUJ.THEMIS. ,X ,Q,206.30,214.95,202.00,204.65,202.00,212.15,244,10386,2170774.00,
506910,JAYSN DYEST ,X ,Q,59.50,62.65,59.00,59.00,59.00,61.15,23,2032,123061.00,
506919,MAKERS LAB. ,X ,Q,257.10,261.70,252.10,255.80,254.00,259.55,69,1927,496121.00,
506935,CONT.CHEM   ,XT,Q,14.50,14.50,13.30,13.30,13.30,14.00,3,180,2513.00,
506943,J.B.CHEMICAL,A ,Q,1220.00,1315.40,1208.70,1234.15,1234.15,1214.60,2028,25072,31798627.00,
506975,RAJ.PETRO   ,P ,Q,3.58,3.58,3.58,3.58,3.58,3.46,1,100,358.00,
506981,BL.CHIP TEX ,X ,Q,91.95,93.00,90.00,92.95,93.00,89.40,12,120,10865.00,
507155,JAGATJIT IND,XT,Q,39.10,39.10,37.00,38.00,39.10,37.25,36,3134,121263.00,
507180,KESAR ENT.  ,X ,Q,40.50,41.00,39.40,40.70,40.70,40.75,18,3110,126396.00,
